"BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","ResourceName","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","Tags"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483734v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483734v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483734v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483734v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483734v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483735v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483735v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483735v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483735v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483735v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483741v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483741v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483741v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483741v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483741v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483744v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483744v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483744v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483744v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483744v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483748v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483748v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483748v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483748v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483748v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483755v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483755v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483755v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483755v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483755v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483758v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483758v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483758v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483758v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483758v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483760v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483760v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483760v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483760v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483760v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483767v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483767v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483767v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483767v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483767v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483768v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483768v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483768v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483768v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483768v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483774v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483774v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483774v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483774v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483774v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483781v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483781v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483781v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483781v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483781v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483798v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483798v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483798v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483798v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483798v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483799v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483799v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483799v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483799v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483799v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483801v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483801v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483801v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483801v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483801v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483806v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483806v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483806v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483806v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483806v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483811v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483811v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483811v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483811v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483811v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483813v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483813v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483813v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483813v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483813v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483814v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483814v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483814v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483814v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483814v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483815v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483815v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483815v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483815v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483815v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483816v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483816v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483816v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483816v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483816v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483820v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483820v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483820v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483820v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483820v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483858v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483858v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483858v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483858v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483858v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483862v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483862v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483862v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483862v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483862v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483868v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483868v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483868v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483868v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483868v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483871v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483871v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483871v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483871v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483871v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483873v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483873v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483873v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483873v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483873v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483876v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483876v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483876v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483876v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483876v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483899v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483899v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483899v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483899v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483899v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483921v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483921v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483921v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483921v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483921v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483941v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483941v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483941v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483941v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483941v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483945v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483945v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483945v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483945v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483945v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483957v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483957v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483957v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483957v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483957v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483964v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483964v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483964v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483964v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483964v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483965v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483965v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483965v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483965v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483965v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483983v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483983v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483983v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483983v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483983v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS483985v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483985v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS483985v1.rds","phastCons27way.UCSC.dm6.chrUn_DS483985v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS483985v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS484003v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484003v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS484003v1.rds","phastCons27way.UCSC.dm6.chrUn_DS484003v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484003v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS484006v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484006v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS484006v1.rds","phastCons27way.UCSC.dm6.chrUn_DS484006v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484006v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS484017v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484017v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS484017v1.rds","phastCons27way.UCSC.dm6.chrUn_DS484017v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484017v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS484050v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484050v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS484050v1.rds","phastCons27way.UCSC.dm6.chrUn_DS484050v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484050v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
"3.6","phastCons scores for Drosophila melanogaster on chrUn_DS484073v1","dm6","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484073v1.rds","BigWig","04Dec2014","Drosophila melanogaster",7227,"phastCons27way.UCSC.dm6.chrUn_DS484073v1.rds","phastCons27way.UCSC.dm6.chrUn_DS484073v1.rds","phastCons27way.UCSC.dm6/phastCons27way.UCSC.dm6.chrUn_DS484073v1.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","RDS","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,GScores"
